m,variant,lambda_phys,tau,calibration,mae_mean,mae_std,rmse_mean,rmse_std,picp_mean,picp_std,mpiw_mean,mpiw_std,ece_mean,ece_std,nll_mean,nll_std,physics_residual_abs_mean,physics_residual_abs_std
1,mapp,1.0,1.0,raw,0.7768173755244597,0.00022351875863237867,0.9653012300542607,0.0003800065146622425,0.0,0.0,0.08639780440155352,0.011322251194989481,0.6668375000000001,0.0,1097.1493502778787,267.53720131608225,0.002760404876122872,0.0010838408562070018
1,mapp,0.1,0.3,raw,0.7763881270218183,0.00024293463000076444,0.9659402543133333,0.00083537553792529,0.0,0.0,0.0861681397154666,0.005671460533043491,0.6668375000000001,0.0,1066.92760476412,121.91899528849767,0.004287309944629669,0.00040326800390430356
2,mapp,1.0,0.03,calibrated,0.6055935601164636,0.00609723696746485,0.755920356374208,0.0006031700193111268,0.9736842105263158,0.0,3.242291569709778,0.05958333564329424,0.024069956140350898,0.00560462998853649,1.1469478165125544,0.0022204343073847998,0.009956182895142487,0.007480370324648703
2,mapp,10.0,0.01,calibrated,0.6051297676872069,0.008298856527307889,0.7575664142248825,0.004722921425968703,0.9736842105263158,0.026315789473684223,3.2074990471204123,0.04785847847074645,0.025383114035087733,0.007823363149241652,1.1471029310135148,0.005136407549161539,0.007671081385635995,0.0028608509893997486
2,mapp,10.0,0.1,calibrated,0.6070187877079373,0.0011881505771786174,0.7581959409268842,0.002767833594863171,0.9736842105263158,0.0,3.2568915287653604,0.02038456600411223,0.025981798245614047,0.0017686135807895602,1.150026052648508,0.003530125567156506,0.005824278413089352,0.0027355408975037396
2,mapp,0.1,3.0,calibrated,0.6105196009626971,0.004313920021470338,0.7583754001140859,0.006118981992330748,0.9912280701754387,0.015193428136569065,3.261665463447571,0.06897104445552105,0.029442324561403516,0.00759671406828454,1.150831783325457,0.005216298783574633,0.012925693156655158,0.0032982364321297304
2,fixed_gompertz,10.0,1.0,calibrated,0.6087776755407583,0.003400790490314652,0.7584144702999666,0.004356277464079101,0.9824561403508772,0.015193428136569065,3.2367781599362693,0.03830423046596765,0.023080921052631598,0.0018087568809250223,1.1492677461780716,0.006487751433115194,0.002525985477851671,0.00045384755669147146
2,mapp,10.0,0.3,calibrated,0.6076898945234063,0.0022192923113385807,0.759191485567236,0.002162686033392762,0.9736842105263158,0.0,3.190634290377299,0.021917573193623013,0.025147587719298255,0.004760176868362956,1.1481011904707012,0.0025025432856146503,0.006392948753496615,0.00452588176665325
2,mapp,0.1,10.0,calibrated,0.6074553200435874,0.0026506758838988997,0.7593615623559388,0.0027545105498152415,0.9824561403508772,0.015193428136569074,3.2511507074038186,0.029988722847537546,0.027244078947368428,0.003293421841158933,1.1510739086343944,0.0025212248145423223,0.01431046748582862,0.005112844437193323
2,mapp,0.1,0.03,calibrated,0.6087777111127876,0.004838785580779679,0.7601430602818632,0.0038574552604423414,0.9736842105263158,0.0,3.238062600294749,0.032161476740557964,0.024989254385964926,0.0037483270352585535,1.151301203143164,0.004388818738177757,0.013718332300828607,0.009207857917132063
